id,name,duration,artist_name,is_explicit,time_signature,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,popularity,Pop,Rock,Hip Hop,Folk,Metal,Blues,Jazz
2wObE02FVNHnT0FOmZNEhM,Skiptracing,219646,Mild High Club,False,4,0.721,0.678,11,-9.203,0,0.0245,0.0704,9.4e-05,0.401,0.815,109.409,0,0,1,0,1,0,0,0
57vjVHYfuucUUEtrKq4MBB,Skiptracing (Reprise),33013,Mild High Club,False,3,0.304,0.202,4,-21.85,0,0.0366,0.24,0.211,0.306,0.277,114.091,0,0,1,0,1,0,0,0
7H4AhGitjSmRZxKMaeH9wX,Sleep Apnea,146293,Beach Fossils,False,4,0.552,0.686,2,-10.63,1,0.0268,0.139,0.861,0.138,0.495,79.983,0,0,1,0,1,0,0,0
2d9totnSVmmczPtHFl8Ys6,Sleep On The Floor,211840,The Lumineers,False,4,0.39,0.431,7,-8.045,1,0.0344,0.249,0.0,0.13,0.275,141.993,0,0,1,0,1,0,0,0
0YcAwze5Qgfid3wbxh6Dsi,Sleeping Beauty,333773,Patrick Watson,False,3,0.179,0.518,0,-12.078,0,0.0427,0.737,0.167,0.0966,0.124,167.013,0,0,0,0,1,0,0,0
2zuSzx34tUu53gQGowg4dO,The Sleigh in the Moon,104173,Sufjan Stevens,False,3,0.271,0.178,0,-17.231,1,0.0371,0.928,0.148,0.103,0.0717,88.69,9,0,1,0,1,0,0,0
0Mun3dEqgaXC2gUpRToQcp,Sleigh Ride,147706,Sufjan Stevens,False,4,0.692,0.506,0,-11.308,1,0.0332,0.396,3.5e-05,0.134,0.702,100.061,9,0,1,0,1,0,0,0
1b4pxhQaSo1ZQNi1rq8bl9,The Slider,206453,Fly Golden Eagle,False,4,0.324,0.709,5,-9.802,1,0.0389,0.0237,0.00743,0.326,0.652,182.166,0,0,0,0,1,0,0,0
0LtvoR36bNbr18ncj9Yf8P,Slip Into Your Skin,217560,Patrick Watson,False,3,0.33,0.177,5,-13.625,1,0.0289,0.855,0.00941,0.0981,0.0954,102.109,0,0,0,0,1,0,0,0
3QinothXo6s9uhwCXlI8wp,Slipped,265066,The National,True,4,0.473,0.423,1,-10.165,0,0.0346,0.779,0.00393,0.0952,0.157,115.944,0,0,1,0,1,0,0,0
01D670oQ792lbghKjqGC5L,Sloopy Lau Lau,165726,Mac DeMarco,False,4,0.707,0.351,5,-10.95,1,0.0361,0.715,0.893,0.0848,0.958,95.105,0,0,1,0,1,0,0,0
5y1FCAhYarSCNO9I9hS82M,Slow Animals,260693,The Strokes,False,4,0.664,0.646,9,-7.934,1,0.0284,0.0658,0.28,0.0954,0.5,131.993,48,0,1,0,0,0,1,0
2x7vw79tKsW99s8sbyuvPM,Slow Down - Remastered 2009,176853,The Beatles,False,4,0.494,0.799,0,-7.327,1,0.0628,0.707,4.64e-06,0.314,0.839,168.618,35,0,1,0,1,0,0,0
014eSwghnrxfNEyXEyg3zK,Slow It Down,306986,The Lumineers,False,4,0.432,0.0657,1,-14.451,1,0.0377,0.925,0.0,0.0974,0.0992,142.381,0,0,1,0,1,0,0,0
2HQvvCrr4ezMrM4P8BZYa8,Small Town City,212413,WhoMadeWho,False,4,0.801,0.591,1,-9.821,1,0.0675,0.068,0.808,0.587,0.692,106.014,0,1,1,0,0,0,0,0
479bhqYaVQ47fZaYRADXrI,Small Wonders,217146,WhoMadeWho,False,4,0.699,0.601,5,-9.805,0,0.0276,0.347,0.0284,0.135,0.64,115.057,0,1,1,0,0,0,0,0
7IiRqqyxSgmXYnuKLt48KL,Small Wonders (Green Version),166400,WhoMadeWho,False,4,0.539,0.316,9,-11.396,1,0.0353,0.822,0.0679,0.106,0.0684,110.018,0,1,1,0,0,0,0,0
5ghIJDpPoe3CfHMGu71E6T,Smells Like Teen Spirit,301920,Nirvana,False,4,0.502,0.912,1,-4.556,1,0.0564,2.55e-05,0.000173,0.106,0.72,116.761,77,0,1,0,0,0,0,0
4kAgnAL4WKx7YqnlL2fvMh,Smile Like You Mean It,234106,The Killers,False,4,0.362,0.979,3,-2.581,0,0.161,0.000378,0.0151,0.231,0.383,125.087,57,0,1,0,0,0,0,0
3jpeI1goQHPIwwCMxrLrwx,Smooth Sailin',183333,Leon Bridges,False,4,0.641,0.721,11,-6.788,0,0.0451,0.413,7.15e-06,0.246,0.753,67.055,61,0,0,0,0,0,1,0
0NdTUS4UiNYCNn5FgVqKQY,Snap Out Of It,193030,Arctic Monkeys,False,4,0.728,0.638,5,-6.455,0,0.0336,0.249,0.0,0.116,0.872,130.014,73,0,1,0,0,0,1,0
42RCKtOwMcxNUIHsPpFIR7,Snow Plow,181360,Bahamas,False,4,0.528,0.259,11,-10.08,1,0.0311,0.616,0.122,0.137,0.194,99.43,19,0,1,0,1,0,0,0
6s3Iw2G0jUiahFQqkMmtUW,Snowbound - Live Remastered,1130653,Chet Baker,False,4,0.457,0.537,1,-9.126,1,0.0408,0.887,0.184,0.665,0.412,124.514,9,0,0,0,0,0,0,1
4vWNhCGqrNVfZxunY47GDf,So American,215933,Portugal. The Man,False,4,0.544,0.758,0,-5.854,1,0.0319,0.0928,0.000232,0.113,0.537,141.804,50,0,1,0,0,0,0,0
765MaAjQJfAyylxepTYDf1,So Catch Him (Reprise),138386,Blueboy,False,4,0.539,0.162,7,-12.85,1,0.0504,0.836,0.871,0.0867,0.326,121.794,5,0,1,0,1,0,0,0
0LPODKihyn7XCxFevkE3KY,So Good at Being in Trouble,230146,Unknown Mortal Orchestra,False,4,0.829,0.435,0,-10.136,1,0.0515,0.0363,0.878,0.119,0.594,103.816,48,0,1,1,1,0,0,0
0aDw8taESSYM5MYBoeSLM7,So Good At Being In Trouble - Acoustic Version,210573,Unknown Mortal Orchestra,False,4,0.69,0.0828,7,-16.799,0,0.0446,0.834,0.000185,0.108,0.27,105.785,27,0,1,1,1,0,0,0
6UUOkhXDWTqVYjzqNJ1F0x,So High,187992,Ghost Loft,False,4,0.414,0.426,1,-12.223,0,0.0351,0.251,0.877,0.0995,0.0394,158.044,45,1,0,1,0,0,0,0
1yvSMyZn27M4wEslpSvB0D,So High,199746,Doja Cat,True,4,0.621,0.585,10,-5.632,0,0.0457,0.12,1.91e-06,0.05,0.668,132.004,63,1,0,1,0,0,0,0
4e7XSfuyCpeu2S0VJUFY3X,So Many Nights,225683,Plants and Animals,False,4,0.523,0.335,3,-10.801,1,0.0326,0.477,0.0574,0.145,0.319,81.544,9,1,1,0,1,0,1,0
21ufBWyrF87K2Dr0j3OB75,So What,230346,Micall Parknsun,True,4,0.508,0.535,8,-7.483,1,0.319,0.00631,0.0,0.122,0.419,91.011,0,0,0,1,0,0,0,0
48nVGOVwOYCJebrXoAttKn,Soak,279701,Dreambeaches,False,4,0.554,0.914,0,-5.182,1,0.113,0.0108,8.26e-05,0.605,0.482,123.356,3,0,1,0,0,0,0,0
6olUplztLFFfU7fMYmFXOP,Sober,252013,Childish Gambino,False,4,0.699,0.601,0,-6.48,1,0.0304,0.0972,1.17e-05,0.562,0.434,98.04,0,0,0,1,0,0,0,0
04ErahBTLdrX3hb3Zj3nCI,Soleil chaleur - Soleil + chaleur + toi + moi,216066,Ariane Moffatt,False,4,0.676,0.515,8,-9.826,1,0.0335,0.0344,0.606,0.112,0.345,110.022,26,0,0,0,1,0,1,0
0fsuyQqz1nuYtfosExYeeY,Solitude Is Bliss,235840,Tame Impala,False,4,0.591,0.847,7,-4.963,1,0.0642,0.00971,0.000124,0.176,0.64,104.004,51,0,0,0,1,1,0,0
6gU7ohksNd6LsEJMWfDRhp,Soma,153840,The Strokes,False,4,0.499,0.706,0,-7.335,1,0.0302,0.0747,0.00289,0.0753,0.483,148.928,52,0,1,0,0,0,1,0
3pQXptTkIkOQsK3pyYlRbJ,Some Girls - Remastered,276933,The Rolling Stones,True,4,0.474,0.938,9,-2.643,1,0.0898,0.527,0.52,0.299,0.505,71.995,52,0,1,0,0,0,0,0
0VA4pdePwGOSEJwHxyh7I7,Some Written,363333,Metronomy,False,4,0.699,0.378,8,-12.083,1,0.0484,0.658,0.915,0.263,0.715,152.006,0,1,1,0,0,0,0,0
4wCmqSrbyCgxEXROQE6vtV,Somebody That I Used To Know,244973,Gotye,False,4,0.864,0.495,0,-7.036,1,0.037,0.591,0.000133,0.0992,0.72,129.062,77,1,0,0,0,0,0,0
7HGTkn2aX7MNdKs7nV2xBt,Somebody Told Me,197160,The Killers,False,4,0.509,0.987,10,-3.198,0,0.0886,8.05e-05,0.000928,0.119,0.647,138.039,67,0,1,0,0,0,0,0
56NkIxSZZiMpFP5ZNSxtnT,Someday,183573,The Strokes,False,4,0.542,0.531,9,-7.481,1,0.0301,0.0033,1.51e-06,0.338,0.671,105.97,67,1,0,0,1,0,0,0
6uIRZKNULDtIZDwbNToikS,Someone in the Dark,288600,Michael Jackson,False,3,0.222,0.273,0,-11.615,1,0.0323,0.761,1.19e-05,0.14,0.107,145.661,0,1,0,0,0,0,0,0
0efT4YKQLQx2YHbp6vgRX8,Someone New,222813,Hozier,False,4,0.446,0.533,7,-5.955,1,0.046,0.427,3.26e-06,0.332,0.58,183.81,61,1,1,0,1,0,0,0
78FkESh9pisEbUs25nlvh2,Someone New - Live From Spotify London,231453,Hozier,False,3,0.465,0.407,7,-8.056,1,0.343,0.846,0.0,0.607,0.488,178.066,34,1,1,0,1,0,0,0
2zIxoYbBZsAy14gJAMEDag,Someone New - Live in America - Spring/Summer 2015,260440,Hozier,False,4,0.431,0.801,4,-5.227,0,0.0415,0.724,2.53e-06,0.685,0.399,95.475,30,1,1,0,1,0,0,0
1CDC3DToJYG3957RqVlJMD,Something - Anthology 3 Version,198960,The Beatles,False,4,0.444,0.204,9,-12.049,1,0.0286,0.977,0.00163,0.0964,0.169,140.289,38,0,1,0,1,0,0,0
4ALYlZ5CAqScpssy9pFfDx,Something - Remastered 2009,183800,The Beatles,False,4,0.392,0.334,0,-11.074,1,0.0292,0.206,1.77e-06,0.111,0.42,133.606,38,0,1,0,1,0,0,0
7mzNk14FElnA5DOKQyBrM0,Something - Remastered 2015,181413,The Beatles,False,4,0.449,0.375,0,-9.329,1,0.0286,0.302,2.41e-06,0.144,0.466,133.845,54,0,1,0,1,0,0,0
1NeLwFETswx8Fzxl2AFl91,Something About Us,232666,Daft Punk,False,4,0.875,0.475,9,-12.673,0,0.0986,0.44,0.72,0.046,0.384,99.958,71,0,0,1,0,0,0,0
7bMzmTr9ZDGEiAq3r9u3mR,Something Changed,198800,Pulp,False,4,0.546,0.733,7,-6.551,1,0.0308,0.0198,0.00614,0.257,0.487,120.564,26,1,1,0,0,0,0,0
3xqxETvPg43KWP0HOGiOmu,Something Good,217320,alt-J,False,4,0.682,0.581,7,-10.339,1,0.0295,0.714,0.324,0.0802,0.539,108.981,55,0,1,0,0,0,0,0
1nFtiJxYdhtFfFtfXBv06s,Something In The Way,232146,Nirvana,False,4,0.427,0.201,8,-13.044,1,0.0317,0.745,0.263,0.109,0.0668,105.218,63,0,1,0,0,0,0,0
0LnvAT4La0KdNk9oQScNTG,Something / Blue Jay Way,209700,The Beatles,False,4,0.332,0.402,0,-10.795,1,0.0308,0.169,6.98e-05,0.385,0.112,133.848,39,0,1,0,1,0,0,0
4c2liWgvHai8TW45FAwxG6,Sometimes I'd Borrow...Those Still Exist - Anthology 1 Version,17946,Paul McCartney,False,4,0.581,0.211,7,-23.216,1,0.518,0.993,1.37e-05,0.276,0.954,117.022,0,0,1,0,1,0,0,0
6MLWeN4Ws0JkEJkmGr6VlC,sommeil,218653,Stromae,False,4,0.645,0.621,0,-7.488,1,0.166,0.0827,7.77e-06,0.28,0.421,126.581,47,1,0,0,0,0,0,0
183RSvBtFAQmLJbtXq82Nk,Son of a Gun,117053,The La's,False,4,0.667,0.725,10,-6.652,0,0.0294,0.0801,0.000774,0.191,0.91,146.526,0,0,1,0,0,0,0,0
2qy6RvXurpXtXlPE7cBc2p,Son Of A Preacher Man,146506,Dusty Springfield,False,4,0.38,0.45,4,-12.269,1,0.103,0.463,0.0,0.0742,0.825,181.44,0,1,1,0,1,0,0,0
7d3CFJtoamhBo7iGy3XtU5,Son of Three,129293,The Breeders,False,4,0.569,0.89,11,-7.47,1,0.0298,0.0111,0.663,0.154,0.829,132.742,0,0,1,0,1,0,0,0
22hyt1i2qPOspXsbolHXJG,Song For Aphrodite,255773,Fly Golden Eagle,False,4,0.241,0.655,9,-7.067,1,0.0348,0.0838,0.91,0.36,0.517,158.307,0,0,0,0,1,0,0,0
1EJKY2Q5mOJ9OOIVbEGfXy,Song For No One,248746,Miike Snow,False,4,0.709,0.791,0,-6.514,1,0.0365,0.0114,0.0506,0.182,0.608,113.987,7,1,1,0,0,0,0,0
1KTZw6NMt0rSIPYKYQNEWd,Sophie So,205045,Hippo Campus,False,4,0.598,0.717,4,-7.023,1,0.0349,0.0126,6.65e-06,0.237,0.425,127.958,40,1,1,0,0,0,0,0
1w4d3cBOs6fkSeQNSfQTQ8,Sorry For Party Rocking,203973,LMFAO,True,4,0.6,0.877,5,-4.351,1,0.165,0.00213,0.0,0.413,0.55,133.998,35,1,0,1,0,0,0,0
5rhlGI1uMKzJHfIDPlfHLw,Sorted For E's & Wizz,227733,Pulp,False,4,0.513,0.836,0,-7.76,1,0.0674,0.255,4.5e-06,0.375,0.485,93.746,25,1,1,0,0,0,0,0
6EYCCC9yGn1hZBHLPslNl3,Souls,244161,Hippo Campus,False,4,0.461,0.503,0,-6.46,1,0.0749,0.0216,0.000211,0.0741,0.572,75.296,42,1,1,0,0,0,0,0
6huoxhxVtmHGMGmq90U6bE,Sound & Color,182466,Alabama Shakes,False,4,0.547,0.43,2,-7.393,1,0.0667,0.848,0.613,0.0825,0.175,114.729,42,0,1,0,1,0,1,0
51lNBugAUFH0Bq3VDghvw2,Sourire Sinc�re,306613,Ariane Moffatt,False,4,0.264,0.761,10,-9.756,1,0.0535,0.276,0.131,0.334,0.0455,134.824,6,0,0,0,1,0,1,0
2FLGqD3W7B1qcSYZluxfpf,Sous Les Projectiles,202640,Mara Tremblay,False,3,0.51,0.638,0,-11.532,1,0.0448,0.165,0.57,0.126,0.64,165.926,6,0,1,0,0,0,1,0
5JNBhHsq1LBqCukE6fZYfi,Southern Drawl,167520,Bahamas,False,4,0.641,0.741,11,-7.136,1,0.0387,0.59,0.676,0.119,0.567,119.789,13,0,1,0,1,0,0,0
2sGqwD22qP0KLLGBNQjLgG,Souvenirs,213653,Timber Timbre,False,4,0.0629,0.209,7,-16.442,0,0.0509,0.939,0.964,0.15,0.0251,60.279,0,0,1,0,1,0,0,0
0qOA2gMNnzVdHRz8WFIYhD,Space For Rent,305280,WhoMadeWho,False,4,0.781,0.681,11,-8.202,1,0.0347,0.0825,0.606,0.157,0.369,117.991,0,1,1,0,0,0,0,0
15gDSI0H63EDWY6LZJJ1O5,Space For Rent (Green Version),289746,WhoMadeWho,False,4,0.613,0.722,7,-12.232,1,0.0362,0.279,0.469,0.085,0.073,108.007,0,1,1,0,0,0,0,0
4kQXDJq81X6cl390rnqpVo,Space Oddity,285253,Major Tom Band,False,4,0.542,0.478,0,-10.719,1,0.0258,0.0818,9.82e-06,0.167,0.519,140.135,24,0,1,0,0,0,0,0
7IBfmCrfaR3SLVemWhsucQ,Space Oddity - 1999 Remaster,316333,David Bowie,False,4,0.31,0.423,0,-12.902,1,0.0324,0.0169,1.35e-05,0.365,0.457,136.205,0,0,1,0,0,0,0,0
7D0RhFcb3CrfPuTJ0obrod,Sparks,227093,Coldplay,False,3,0.371,0.268,1,-10.506,1,0.0281,0.748,0.0517,0.104,0.165,102.617,75,1,1,0,0,0,0,0
26PFl0Nl7KCCNlVy4sjq04,Sparks,227140,The D�,False,4,0.242,0.703,0,-4.368,0,0.0508,0.0357,8.05e-06,0.144,0.0972,183.269,21,1,1,0,0,0,0,0
574y1r7o2tRA009FW0LE7v,Speak to Me,65314,Pink Floyd,True,4,0.592,0.0196,1,-33.35,1,0.0358,0.362,0.854,0.108,0.0312,119.504,60,0,1,0,0,0,0,0
6FeswCWrckXZZ8Y625P6l8,Speed Tape,280786,Other Lives,False,3,0.452,0.537,0,-11.217,1,0.0285,0.187,0.0846,0.101,0.216,163.945,0,0,1,0,1,0,0,0
4WMFaAJHpY7DtQbyYeqwz4,Speed The Collapse,222720,Metric,False,4,0.474,0.904,4,-4.792,0,0.0347,0.0101,0.0149,0.0897,0.511,95.003,26,1,1,0,0,0,0,0
3qmTLHVjteYwzS9fEygSzA,Spiderhead,222822,Cage The Elephant,False,4,0.538,0.948,2,-0.767,1,0.0469,0.00656,1.28e-05,0.124,0.531,117.975,39,0,1,0,0,0,1,0
2mLgOcRkEgq89j8WstUpui,Spies,318773,Coldplay,False,4,0.309,0.673,1,-5.524,0,0.0319,0.0236,0.000144,0.0635,0.0732,147.599,58,1,1,0,0,0,0,0
0lr7yLFQp1YQEqjTtwDRkB,Spinning,242066,Grouplove,False,4,0.646,0.6,6,-5.673,1,0.0279,0.0183,0.000374,0.0831,0.337,110.81,0,1,1,0,1,0,0,0
3siXFHetVZsvGy8pIbxG42,Spleen Et Montr�al,267800,Loco Locass,False,4,0.728,0.648,2,-5.28,0,0.0901,0.0914,0.0,0.0746,0.339,73.991,18,0,1,1,0,0,1,0
2TcR04fsDzTWiMDmODkD06,St-Bruno - Nuit de la po�sie III,269577,Les Trois Accords,False,4,0.38,0.821,4,-7.062,1,0.0359,0.00185,0.00611,0.114,0.43,184.054,36,0,1,0,0,0,1,0
0X99LHuRAWIA8uqTubVUgY,St-Cyrille-de-Wendover,165440,Les Trois Accords,False,4,0.644,0.731,7,-5.902,1,0.029,0.0739,0.0,0.088,0.362,102.064,19,0,1,0,0,0,1,0
1e1XhS5zkpOBHeuEIRpX09,St-Fortunat,225746,Malajube,False,3,0.497,0.72,7,-6.779,1,0.0317,0.609,0.0268,0.361,0.177,118.503,13,0,1,0,0,0,1,0
5XJe4LIECmREDWq6VjLR74,St-Michel,319733,Louis-Jean Cormier,False,4,0.484,0.835,2,-5.773,1,0.0601,0.0972,0.000171,0.181,0.187,119.291,0,0,0,0,0,0,1,0
15v1dzpoIoGcjKHgr5n6e9,St. Apollonia,180733,Beirut,False,3,0.291,0.498,0,-9.103,0,0.028,0.913,0.17,0.0812,0.583,99.197,0,0,1,0,1,0,0,0
7bkZhh7uKi9b60fjob2XGt,St. Ides,219106,Macklemore,True,4,0.812,0.524,2,-10.549,1,0.0656,0.617,0.0101,0.106,0.043,107.71,49,1,0,1,0,0,0,0
0Evd1SDodEIH9XiRLwy8Ta,Stage or Screen,206066,Unknown Mortal Orchestra,False,4,0.382,0.741,3,-3.511,1,0.0392,0.0941,7.38e-05,0.0953,0.393,106.931,34,0,1,1,1,0,0,0
1aj4GXfmEYXfdVZohCpNKu,Stand by Me,172333,Otis Redding,False,4,0.883,0.464,10,-11.251,1,0.0591,0.279,1.51e-05,0.0744,0.925,111.548,69,1,1,0,0,0,0,0
2TTAnXg0LbtkiQmCZdTZKd,Stand By Me,125987,Joseph Vincent,False,4,0.926,0.0909,5,-13.388,0,0.0632,0.634,0.000719,0.109,0.703,124.025,57,1,0,0,0,0,0,0
3ntrdR24dLkKrzSGRv1FlH,Stand By Me - Remastered 2010,211666,John Lennon,False,4,0.632,0.556,9,-10.138,1,0.0288,0.29,0.0215,0.0779,0.633,104.996,66,0,1,0,1,0,0,0
4G4jJKfJlzE2QUfVQFvLhW,Standing in The Sun,255893,Grouplove,False,4,0.475,0.594,11,-7.331,1,0.0292,0.00317,6.84e-06,0.0752,0.626,180.277,0,1,1,0,1,0,0,0
7wME8torEQ606m3fj2XERm,Standing On The Shore,264880,Empire of the Sun,False,4,0.586,0.882,11,-5.146,0,0.0344,0.00877,0.0163,0.378,0.241,127.998,41,1,1,0,0,0,0,0
7tmzwBMr53py6u2zD877P3,Staple It Together,196146,Jack Johnson,False,4,0.819,0.792,7,-6.068,1,0.0507,0.00665,0.0076,0.0783,0.78,94.037,53,0,0,0,1,0,0,0
2HufIWC7zAIM0xfz41YfjM,Stardust,215760,Lester Young,False,4,0.469,0.0411,1,-18.296,1,0.0819,0.99,0.21,0.099,0.224,65.037,0,0,0,0,0,0,0,1
0pQskrTITgmCMyr85tb9qq,Starman - 2012 Remaster,254293,David Bowie,False,4,0.486,0.449,5,-10.298,1,0.0267,0.166,2.23e-06,0.54,0.549,100.456,73,0,1,0,0,0,0,0
6qlfzOpeLcdoSxrgbkR0Zi,Stars,262640,The xx,False,4,0.676,0.2,9,-17.735,0,0.0282,0.826,0.0289,0.144,0.176,104.016,2,1,1,0,0,0,0,0
0GRds2FSPn8BOq1aIFopnU,Stars Keep Calling My Name,144266,Mac DeMarco,False,4,0.567,0.733,2,-8.21,1,0.0672,0.788,0.942,0.131,0.575,132.077,32,0,1,0,1,0,0,0
6B3bNP0x4vyKM9aYWRvzVf,The Stars Keep On Calling My Name,142769,Mac DeMarco,False,4,0.687,0.721,7,-5.757,1,0.0349,0.0275,0.0104,0.36,0.614,136.635,51,0,1,0,1,0,0,0
7HKez549fwJQDzx3zLjHKC,Start Me Up - Remastered 2009,213066,The Rolling Stones,False,4,0.631,0.932,5,-4.142,1,0.0354,0.0436,0.137,0.0918,0.971,122.429,77,0,1,0,0,0,0,0
6K5GAopLZzzg0ZX8k5GWwh,The Start Of Something,271746,Voxtrot,False,4,0.632,0.733,8,-6.924,1,0.0293,0.179,1.04e-05,0.0988,0.707,107.056,55,0,1,0,1,0,0,0
6Z2TsAp4j74Q9iengNIopM,Starting Over (feat. Ben Bridwell),251196,Macklemore & Ryan Lewis,True,4,0.537,0.873,6,-6.505,1,0.408,0.723,0.00946,0.684,0.644,164.074,5,1,1,1,0,0,0,0
4l012k8ZcAdVbUvZ4kae5Q,Stay Away,211440,Nirvana,False,4,0.367,0.981,11,-5.1,0,0.128,5.39e-06,0.0461,0.0822,0.205,165.21,57,0,1,0,0,0,0,0
01l4rx3zFW2YSdwXrIROSt,Stay for a While,223561,Gibbz,False,4,0.562,0.563,8,-5.854,1,0.209,0.468,0.00227,0.298,0.726,145.487,26,1,0,0,0,0,0,0
3fxc2GDtIjDprOyMFABWDs,Stay With Me,193293,Amos Lee,False,4,0.519,0.458,5,-8.835,1,0.0263,0.145,0.0171,0.113,0.32,108.401,37,1,0,0,1,0,0,0
4b3koZFePW7UbUvIiD1Uz5,Stayin' Alive,283360,Bee Gees,False,4,0.69,0.821,10,-8.129,0,0.0361,0.115,0.000303,0.193,0.962,103.597,0,0,1,0,0,0,0,0
78J9MBkAoqfvyeEpQKJDzD,Step,251626,Vampire Weekend,False,4,0.624,0.724,10,-7.113,1,0.101,0.591,7.79e-06,0.101,0.624,78.008,6,0,1,0,0,0,0,0
1e6CxoqLmVADMyDW72cppZ,Step Inside Love / Los Paranoias - Medley / Anthology 3 Version,150906,The Beatles,False,1,0.644,0.319,7,-12.381,1,0.154,0.562,7.73e-05,0.261,0.749,132.19,27,0,1,0,1,0,0,0
0giNzzQlEElqb7emHt1yOS,Step Out For a While,243690,Patrick Watson,False,3,0.456,0.51,6,-10.058,0,0.0352,0.602,0.0495,0.105,0.219,172.023,19,0,0,0,1,0,0,0
3idGJlWf9xma7AYG9qyJgu,Stephanie City,165920,Nick Garrie,False,4,0.538,0.823,2,-5.588,1,0.0313,0.00521,0.0,0.151,0.758,93.557,10,0,1,0,0,0,0,0
63WDUkSrwAJknxKOoJQ8eQ,Stepping Stone,194480,Fly Golden Eagle,False,4,0.295,0.605,9,-6.532,1,0.0362,0.00671,0.0164,0.0815,0.523,76.647,0,0,0,0,1,0,0,0
503OTo2dSqe7qk76rgsbep,Still D.R.E.,270586,Dr. Dre,True,4,0.816,0.775,11,-3.323,1,0.234,0.16,0.00031,0.0543,0.527,93.431,81,0,0,1,0,0,0,0
3n4cCOBMqolImjZXPwWg1f,Still D.R.E. - Instrumental,268026,Dr. Dre,False,4,0.765,0.796,9,-3.978,0,0.0541,0.0138,0.981,0.0714,0.688,93.381,51,0,0,1,0,0,0,0
0t1D6NQt3uhZnam0yg8Wv3,Still Sane,188133,Lorde,False,3,0.357,0.361,0,-12.14,1,0.0452,0.665,0.00592,0.0682,0.0958,131.601,55,1,0,0,0,0,0,0
2RLm6OrnjLuoyQEowCJ6QE,Still Together,219370,Mac DeMarco,False,4,0.62,0.159,3,-14.343,1,0.0563,0.636,0.000555,0.0673,0.285,96.615,52,0,1,0,1,0,0,0
6vECYJHxYmm3Ydt3fF01pE,Stolen Dance,313684,Milky Chance,False,4,0.885,0.581,11,-8.813,1,0.0378,0.427,0.000204,0.0759,0.728,114.016,74,1,0,0,1,0,0,0
5Av8lMDNn46r9v2s7sNmnm,Stolen Dance,220093,Piano Tribute Players,False,4,0.645,0.282,11,-16.07,1,0.0445,0.988,0.875,0.0948,0.262,113.995,0,1,0,0,1,0,0,0
5aAMEnoh29HR6FleXlvJsj,Stolen Dance - Live from Spotify Berlin,333061,Milky Chance,False,4,0.755,0.449,11,-11.285,1,0.0424,0.554,9.86e-05,0.659,0.421,113.984,0,1,0,0,0,0,0,0
49vCA4zJjXgqwN7iPACqPK,Stolen Dance - Live From Spotify Berlin,333061,Milky Chance,False,4,0.758,0.451,11,-11.287,1,0.0403,0.553,0.000116,0.659,0.423,113.99,34,1,0,0,0,0,0,0
21L1dVOTGhvAKvBXXnTIHj,Stop,30622,Pink Floyd,False,4,0.555,0.0193,9,-29.867,0,0.0432,0.917,0.00136,0.0658,0.309,76.112,52,0,1,0,0,0,0,0
6SqX7XEprgR31S97iAHYPW,The Storm,192173,Patrick Watson,False,4,0.549,0.388,7,-11.658,1,0.0329,0.782,0.00538,0.402,0.264,98.934,0,0,0,0,1,0,0,0
1ueeLdAauagzEJ9coJQMYt,Straight into Your Arms - Bonus Track Version,217156,Vance Joy,False,4,0.645,0.557,7,-5.883,1,0.0329,0.224,0.0,0.374,0.461,100.026,54,1,1,0,1,0,0,0
4Sg9Rq8YdKLtOgwiLLz8Zz,Strange Crooked Road,223334,Patrick Watson,False,4,0.398,0.698,5,-8.174,0,0.0607,0.482,0.0591,0.15,0.416,136.147,16,0,0,0,1,0,0,0
7GuEDchCiafKh7qlT86aup,Strange Weather - Acoustic,195426,Metric,False,4,0.449,0.18,9,-11.912,0,0.0354,0.956,4.77e-05,0.0863,0.122,104.648,14,1,1,0,0,0,0,0
1J7wMZrvCtWZlXBdMM25Ce,Strawberry Fields Forever,271973,The Beatles,False,4,0.383,0.558,11,-10.319,1,0.0514,0.0303,3.98e-05,0.555,0.207,102.508,45,0,1,0,1,0,0,0
30PtLBk8eJKAM9lhrIW4Bw,Strawberry Fields Forever - Demo Sequence / Anthology 2 Version,102146,The Beatles,False,4,0.722,0.187,1,-11.615,1,0.051,0.981,7.35e-06,0.108,0.235,96.841,0,0,1,0,1,0,0,0
0g2CVTmqfWaVg4GrcztwnU,Strawberry Fields Forever - Take 1 / Anthology 2 Version,154453,The Beatles,False,1,0.605,0.113,0,-14.088,1,0.0321,0.915,0.000242,0.122,0.153,95.853,38,0,1,0,1,0,0,0
6vlyDCcDB3YYPTjbZEs90f,Strawberry Fields Forever - Take 7 And Edit Piece / Anthology 2 Version,253800,The Beatles,False,4,0.425,0.663,2,-9.697,1,0.431,0.235,0.00684,0.0816,0.316,175.673,30,0,1,0,1,0,0,0
7cJNjpJZmMeaEjAiHZ36VV,Strawberry Fields Forever - Remastered 2009,248933,The Beatles,False,4,0.389,0.491,10,-13.052,1,0.184,0.323,0.000116,0.0704,0.28,97.974,43,0,1,0,1,0,0,0
20KeHvQsLemEjhzAoBRZOr,Strength Through Fragility,138253,Clark,False,4,0.453,0.518,0,-16.528,1,0.036,0.951,0.934,0.305,0.0969,124.978,0,1,1,0,0,0,0,0
